RA,ANO,FASE,FASE_IDEAL,DEFASAGEM_FORNECIDA,INDE,PEDRA,IAN,IDA,IEG,IAA,IPS,IPP,IPV,NOTA_MATEMATICA,NOTA_PORTUGUES,NOTA_INGLES,INDICADO,ATINGIU_PV,TURMA,GENERO,ANO_INGRESSO,INSTITUICAO_ENSINO,ANO_NASCIMENTO,DEFASAGEM_CALCULADA,IDADE_ANOS,ALVO_RISCO_DEFASAGEM_PROX_ANO
1133,2023,2.0,2.0,0,8.600033333,TOPAZIO,10.0,6.5,10.0,9.5,6.27,8.541666667,9.343333333,5.0,8.0,,,,2N,FEMININO,2023,PUBLICA,2013,0.0,10,0.0
1133,2024,3.0,2.0,1,8.238553968266668,TOPAZIO,10.0,4.5,9.841269841333334,9.168,8.75,8.125,8.83,5.0,3.5,5.0,,,3U,FEMININO,2023,PUBLICA,2013,1.0,11,
1134,2023,2.0,2.0,0,7.769866667,AMETISTA,10.0,6.8,9.7,8.0,3.76,7.916666667,7.56,5.5,8.0,,,,2N,MASCULINO,2023,PUBLICA,2011,0.0,12,0.0
1134,2024,3.0,3.0,0,7.7564571427,AMETISTA,10.0,6.0,8.914285714,8.751,7.51,7.708333333,6.883333333,6.0,5.5,6.5,,,3U,MASCULINO,2023,PUBLICA,2011,0.0,13,
1135,2023,2.0,2.0,0,7.453833333,AMETISTA,10.0,7.2,9.4,0.0,7.52,8.125,7.896666667,4.8,9.5,,,,2P,MASCULINO,2023,PUBLICA,2011,0.0,12,
1136,2023,2.0,3.0,-1,6.7351,AGATA,5.0,6.6,8.1,6.8,2.52,8.333333333,7.723333333,4.8,8.3,,,,2P,FEMININO,2023,PUBLICA,2009,-1.0,14,1.0
1136,2024,3.0,4.0,-1,5.458179831866667,QUARTZO,5.0,1.6666666666666667,4.547899159666667,8.751,8.135,7.5,6.383333333,1.0,2.0,2.0,,,3R,FEMININO,2023,PUBLICA,2009,-1.0,15,
1137,2023,2.0,2.0,0,8.743366667,TOPAZIO,10.0,6.5,9.8,9.5,6.27,9.375,9.843333333,6.0,7.0,,,,2R,FEMININO,2023,PUBLICA,2013,0.0,10,0.0
1137,2024,3.0,2.0,1,7.1837526524666675,AMETISTA,10.0,3.5,7.588638262333333,8.334,8.13,8.28125,7.4575,1.0,4.5,5.0,,,3P,FEMININO,2023,PUBLICA,2013,1.0,11,
1138,2023,2.0,3.0,-1,8.3472,TOPAZIO,5.0,9.3,9.2,9.0,6.27,9.166666667,8.566666667,9.0,9.5,,,,2R,FEMININO,2023,PUBLICA,2011,-1.0,12,
1139,2023,2.0,2.0,0,7.6647,AMETISTA,10.0,5.3,9.1,8.5,5.64,8.125,7.79,6.3,4.3,,,,2R,MASCULINO,2023,PUBLICA,2012,0.0,11,0.0
1139,2024,3.0,2.0,1,6.906276357600001,AGATA,10.0,4.666666666666667,6.152715121333333,8.334,7.51,7.5,7.04,5.0,3.0,6.0,,,3P,MASCULINO,2023,PUBLICA,2012,1.0,12,
1140,2023,2.0,2.0,0,7.703533333,AMETISTA,10.0,7.3,8.7,4.7,7.52,7.708333333,7.62,8.5,6.0,,,,2R,FEMININO,2023,PUBLICA,2012,0.0,11,0.0
1140,2024,2.0,2.0,0,7.3473880383,AMETISTA,10.0,7.0,6.112440191499999,6.834,7.51,8.125,7.39,4.5,9.5,,,,2P,FEMININO,2023,PUBLICA,2012,0.0,12,
1141,2023,2.0,3.0,-1,7.2757,AMETISTA,5.0,5.9,8.8,9.0,7.52,7.708333333,7.113333333,5.5,6.2,,,,2R,FEMININO,2023,PUBLICA,2011,-1.0,12,0.0
1141,2024,3.0,3.0,0,6.793890866866667,AGATA,10.0,4.166666666666667,6.191537667666666,9.585,7.51,6.5625,6.7825,5.0,4.5,3.0,,,3L,FEMININO,2023,PUBLICA,2011,0.0,13,
1142,2023,2.0,2.0,0,9.175033333,TOPAZIO,10.0,10.0,10.0,9.0,7.52,8.541666667,8.343333333,10.0,10.0,,,,2R,FEMININO,2023,PUBLICA,2012,0.0,11,0.0
1142,2024,3.0,3.0,0,8.390566666666668,TOPAZIO,10.0,8.5,9.133333333333333,8.334,7.51,8.125,7.335,10.0,8.0,7.5,,,3P,FEMININO,2023,PUBLICA,2012,0.0,12,
1143,2023,3.0,5.0,-2,6.445933333,AGATA,5.0,5.3,7.0,8.8,6.26,7.5,6.2075,6.0,6.3,3.5,,,3A,FEMININO,2023,PUBLICA,2008,-2.0,15,1.0
1143,2024,3.0,6.0,-3,5.881225668333334,QUARTZO,2.5,3.1666666666666665,5.201336675,9.585,9.38,7.03125,6.79,3.0,6.5,0.0,,,3A,FEMININO,2021,PUBLICA,2008,-3.0,16,
1144,2023,3.0,3.0,0,7.410625,AMETISTA,10.0,8.0,9.4,0.0,5.02,8.28125,8.0025,7.0,8.2,8.8,,,3B,FEMININO,2023,PUBLICA,2010,0.0,13,
1145,2023,3.0,2.0,1,7.484375,AMETISTA,10.0,7.8,9.5,0.0,4.39,8.59375,8.63,7.7,7.7,8.0,,,3B,FEMININO,2023,PUBLICA,2012,1.0,11,
1146,2023,3.0,4.0,-1,6.689583333,AGATA,5.0,3.7,8.8,9.6,6.26,7.1875,6.965,5.0,3.3,2.7,,,3B,FEMININO,2023,PUBLICA,2008,-1.0,15,1.0
1146,2024,3.0,5.0,-2,5.3933086048000005,QUARTZO,5.0,2.0,5.017209691,10.002,6.88,6.25,5.883333333,2.0,0.0,4.0,,,3C,FEMININO,2023,PUBLICA,2008,-2.0,16,
1147,2023,3.0,4.0,-1,7.072983333,AMETISTA,5.0,6.7,8.3,8.3,6.26,7.1875,7.0075,5.0,7.5,7.5,,,3B,FEMININO,2023,PUBLICA,2009,-1.0,14,1.0
1147,2024,3.0,4.0,-1,5.833118518533334,QUARTZO,5.0,3.1666666666666665,6.125925926,8.751,8.755,6.25,5.495,2.0,5.0,2.5,,,3B,FEMININO,2023,PUBLICA,2009,-1.0,15,
1148,2023,3.0,2.0,1,7.227866667,AMETISTA,10.0,5.7,8.6,7.9,3.77,7.5,7.2125,5.7,5.3,6.2,,,3B,FEMININO,2023,PUBLICA,2011,1.0,12,
1149,2023,3.0,4.0,-1,7.410108333,AMETISTA,5.0,7.2,9.8,8.3,2.52,7.96875,8.1725,6.0,6.8,8.7,,,3C,FEMININO,2023,PUBLICA,2009,-1.0,14,1.0
1149,2024,4.0,5.0,-1,8.1371,TOPAZIO,5.0,6.0,10.0,8.334,10.0,8.625,8.706,2.0,6.0,10.0,,,4A,FEMININO,2023,PUBLICA,2009,-1.0,15,
1150,2023,3.0,6.0,-3,7.076008333,AMETISTA,2.5,6.7,9.8,9.2,2.52,7.96875,7.835,7.0,6.5,6.5,,,3C,MASCULINO,2023,PUBLICA,2007,-3.0,16,1.0
1150,2024,4.0,6.0,-2,7.1023212964,AMETISTA,5.0,6.833333333333333,6.481481481666667,8.334,7.51,7.65625,7.946666667,4.0,6.5,10.0,,,4C,MASCULINO,2023,PUBLICA,2007,-2.0,17,
1151,2023,3.0,3.0,0,7.829958333,AMETISTA,10.0,8.3,9.5,7.5,2.52,7.65625,7.545,7.3,8.8,8.7,,,3C,FEMININO,2023,PUBLICA,2011,0.0,12,0.0
1151,2024,4.0,3.0,1,8.749111111066668,TOPAZIO,10.0,9.0,9.722222222333334,7.5,5.635,8.125,9.393333333,9.0,8.0,10.0,,,4C,FEMININO,2023,PUBLICA,2011,1.0,13,
1152,2023,3.0,4.0,-1,6.544916667,AGATA,5.0,6.8,9.4,0.0,5.0,7.8125,7.585,6.7,6.0,7.8,,,3C,MASCULINO,2023,PUBLICA,2009,-1.0,14,
1153,2023,3.0,4.0,-1,7.968658333,AMETISTA,5.0,7.2,10.0,7.9,7.52,7.65625,8.63,6.7,7.8,7.0,,,3D,FEMININO,2023,PUBLICA,2009,-1.0,14,1.0
1153,2024,4.0,5.0,-1,8.268876190466667,TOPAZIO,5.0,8.5,9.702380952333334,8.751,5.635,8.75,9.074,8.0,8.5,9.0,,,4A,FEMININO,2021,PRIVADA PROGRAMA DE APADRINHAMENTO,2009,-1.0,15,
1154,2023,3.0,3.0,0,7.701125,AMETISTA,10.0,5.1,9.3,9.6,5.63,7.65625,7.67,5.3,5.0,5.0,,,3F,MASCULINO,2023,PUBLICA,2010,0.0,13,1.0
1154,2024,3.0,4.0,-1,7.5660750000000005,AMETISTA,5.0,8.0,9.200000000000001,7.917,7.51,7.34375,6.745,7.0,7.0,10.0,,,3G,MASCULINO,2023,PUBLICA,2010,-1.0,14,
1155,2023,3.0,4.0,-1,7.821633333,AMETISTA,5.0,8.0,9.2,9.2,5.63,7.5,8.2925,6.7,8.2,9.0,,,3F,FEMININO,2023,PUBLICA,2009,-1.0,14,1.0
1155,2024,4.0,5.0,-1,7.119011111133333,AMETISTA,5.0,4.666666666666667,8.888888889,8.334,5.005,8.0,8.87,6.0,8.0,0.0,,,4F,FEMININO,2023,PUBLICA,2009,-1.0,15,
1156,2023,3.0,3.0,0,7.340775,AMETISTA,10.0,5.3,9.2,8.3,2.52,7.96875,7.7925,6.2,6.0,3.7,,,3F,FEMININO,2023,PUBLICA,2011,0.0,12,0.0
1156,2024,4.0,3.0,1,6.6777135642,AGATA,10.0,2.0,7.821067821,7.5,7.51,7.125,7.5,6.0,0.0,0.0,,,4F,FEMININO,2023,PUBLICA,2011,1.0,13,
1157,2023,3.0,4.0,-1,7.086633333,AMETISTA,5.0,5.7,8.8,9.2,6.26,7.5,7.0025,5.0,6.3,5.7,,,3G,MASCULINO,2023,PUBLICA,2009,-1.0,14,1.0
1157,2024,3.0,4.0,-1,7.916082936533334,AMETISTA,5.0,7.0,9.082539682666665,9.585,7.51,7.96875,8.466,8.0,6.0,7.0,,,3H,MASCULINO,2023,PUBLICA,2009,-1.0,15,
1158,2023,3.0,4.0,-1,6.306666667,AGATA,5.0,4.3,8.6,7.5,2.52,7.5,7.34,5.3,5.0,2.7,,,3G,FEMININO,2023,PUBLICA,2009,-1.0,14,
1159,2023,3.0,3.0,0,5.913883333,QUARTZO,10.0,3.1,6.6,5.8,2.52,7.1875,7.1325,5.2,1.5,2.5,,,3I,FEMININO,2023,PUBLICA,2010,0.0,13,
1160,2023,3.0,3.0,0,6.636166667,AGATA,10.0,2.7,8.7,9.6,2.52,6.875,7.2575,4.8,2.7,0.7,,,3I,MASCULINO,2023,PUBLICA,2010,0.0,13,1.0
1160,2024,3.0,4.0,-1,6.274190982333334,AGATA,5.0,3.1666666666666665,8.201288245,8.751,7.51,6.25,6.2475,5.5,2.0,2.0,,,3I,MASCULINO,2023,PUBLICA,2010,-1.0,14,
1161,2023,3.0,3.0,0,7.317791667,AMETISTA,10.0,6.3,8.1,6.3,2.52,8.28125,8.63,7.3,6.5,5.2,,,3I,FEMININO,2023,PUBLICA,2010,0.0,13,
1162,2023,3.0,3.0,0,7.44215,AMETISTA,10.0,6.0,8.5,8.3,3.77,7.8125,7.7525,7.3,5.5,5.2,,,3K,FEMININO,2023,PUBLICA,2009,0.0,14,0.0
1162,2024,4.0,4.0,0,7.473167836266667,AMETISTA,10.0,5.666666666666667,9.135672514666666,7.917,6.26,6.875,7.0375,4.0,7.5,5.5,,,4M,FEMININO,2023,PUBLICA,2009,0.0,15,
1163,2023,3.0,4.0,-1,7.749391667,AMETISTA,5.0,7.2,9.3,8.8,7.52,7.65625,7.75,7.0,6.7,8.0,,,3L,MASCULINO,2023,PUBLICA,2009,-1.0,14,0.0
1163,2024,4.0,4.0,0,8.6794789474,TOPAZIO,10.0,7.833333333333333,9.824561403666666,8.334,7.51,8.125,8.755,9.5,6.5,7.5,,,4M,MASCULINO,2023,PUBLICA,2009,0.0,15,
1164,2023,3.0,3.0,0,6.910091667,AGATA,10.0,4.8,7.5,9.2,2.52,7.65625,7.545,7.0,7.5,0.0,,,3M,MASCULINO,2023,PUBLICA,2010,0.0,13,
1165,2023,3.0,3.0,0,7.880716667,AMETISTA,10.0,7.3,9.1,9.2,5.0,7.1875,7.2925,7.0,6.0,9.0,,,3M,FEMININO,2023,PUBLICA,2011,0.0,12,0.0
1165,2024,3.0,3.0,0,7.908044272466667,AMETISTA,10.0,8.0,6.829721362333333,8.751,8.135,6.875,7.83,9.0,7.5,7.5,,,3L,FEMININO,2023,PUBLICA,2011,0.0,13,
1166,2023,3.0,5.0,-2,7.307858333,AMETISTA,5.0,4.8,9.6,8.3,7.52,7.65625,7.9175,5.3,2.8,6.2,,,3M,FEMININO,2023,PUBLICA,2008,-2.0,15,1.0
1166,2024,4.0,5.0,-1,7.452799122766667,AMETISTA,5.0,6.333333333333333,8.498245614,8.334,6.26,8.020833333,8.625,5.0,7.0,7.0,,,4M,FEMININO,2023,PUBLICA,2008,-1.0,16,
1167,2023,3.0,6.0,-3,6.021891667,AGATA,2.5,3.8,7.6,8.8,2.52,7.65625,7.9625,6.0,3.7,1.8,,,3M,MASCULINO,2023,PUBLICA,2007,-3.0,16,
1168,2023,3.0,3.0,0,5.886625,QUARTZO,10.0,3.5,8.8,0.0,2.52,7.65625,7.045,5.0,2.0,3.5,,,3N,FEMININO,2023,PUBLICA,2010,0.0,13,1.0
1168,2024,3.0,4.0,-1,6.864053921600001,AGATA,5.0,5.666666666666667,7.682352941333334,9.585,7.51,7.1875,6.33,8.5,3.5,5.0,,,3N,FEMININO,2023,PUBLICA,2010,-1.0,14,
1169,2023,3.0,4.0,-1,7.213625,AMETISTA,5.0,6.3,9.5,7.5,5.0,7.03125,8.0025,6.8,7.3,4.8,,,3P,FEMININO,2023,PUBLICA,2009,-1.0,14,1.0
1169,2024,4.0,5.0,-1,6.885305555533334,AGATA,5.0,6.833333333333333,8.444444444333334,6.25,5.635,7.8125,6.8,6.0,6.5,8.0,,,4N,FEMININO,2023,PUBLICA,2009,-1.0,15,
1170,2023,3.0,4.0,-1,6.874683333,AGATA,5.0,5.9,7.7,8.8,7.52,7.1875,6.5775,6.0,6.8,4.8,,,3P,MASCULINO,2023,PUBLICA,2009,-1.0,14,1.0
1170,2024,3.0,5.0,-2,6.095440873,AGATA,5.0,3.5,5.565079365,9.168,8.13,7.03125,6.7475,1.0,2.5,7.0,,,3P,MASCULINO,2023,PUBLICA,2009,-2.0,15,
1171,2023,3.0,4.0,-1,7.856033333,AMETISTA,5.0,8.7,8.4,7.9,5.0,8.75,8.88,7.3,9.0,9.7,,,3P,MASCULINO,2023,PUBLICA,2009,-1.0,14,1.0
1171,2024,4.0,5.0,-1,7.6236817459,AMETISTA,5.0,7.5,7.230158729999999,8.334,7.51,8.645833333,8.643333333,5.0,9.5,8.0,,,4R,MASCULINO,2023,PUBLICA,2009,-1.0,15,
1172,2023,4.0,6.0,-2,7.030108333,AMETISTA,5.0,6.7,7.8,8.3,2.52,8.59375,8.46,6.0,5.7,8.3,,,4A,FEMININO,2023,PUBLICA,2007,-2.0,16,1.0
1172,2024,5.0,6.0,-1,5.719565079333334,QUARTZO,5.0,3.3333333333333335,6.0634920633333325,7.5,6.26,7.25,6.196,0.0,5.0,5.0,,,5A,FEMININO,2023,PUBLICA,2007,-1.0,17,
1173,2023,4.0,4.0,0,7.67285,AMETISTA,10.0,6.0,9.7,8.8,2.52,7.8125,8.1225,7.0,5.0,6.0,,,4A,MASCULINO,2023,PUBLICA,2009,0.0,14,0.0
1173,2024,5.0,5.0,0,8.220132915666667,TOPAZIO,10.0,5.833333333333333,9.665831245,9.168,7.51,8.125,8.2,6.0,7.5,4.0,,,5D,MASCULINO,2023,PUBLICA,2009,0.0,15,
1174,2023,4.0,5.0,-1,7.333591667,AMETISTA,5.0,6.8,8.7,9.2,2.52,8.90625,8.3375,6.5,7.2,6.8,,,4B,FEMININO,2023,PUBLICA,2008,-1.0,15,0.0
1174,2024,5.0,5.0,0,7.374213419866667,AMETISTA,10.0,5.0,8.349567099333333,8.751,6.26,7.5,7.266,5.0,3.0,7.0,,,5B,FEMININO,2023,PUBLICA,2008,0.0,16,
1175,2023,4.0,7.0,-3,5.939858333,QUARTZO,2.5,6.3,5.3,8.3,2.52,7.65625,7.6275,6.3,6.3,6.2,,,4B,FEMININO,2023,PUBLICA,2006,-3.0,17,
1176,2023,4.0,3.0,1,8.881483333,TOPAZIO,10.0,8.2,9.3,8.3,7.52,9.6875,9.17,8.0,7.8,8.7,,,4B,MASCULINO,2023,PUBLICA,2010,1.0,13,0.0
1176,2024,5.0,4.0,1,8.914816269866666,TOPAZIO,10.0,9.166666666666666,9.682539682666667,8.751,6.26,8.59375,8.9225,10.0,8.0,9.5,,,5C,MASCULINO,2023,PRIVADA PROGRAMA DE APADRINHAMENTO,2010,1.0,14,
1177,2023,4.0,4.0,0,8.345491667,TOPAZIO,10.0,7.2,9.9,10.0,2.52,8.90625,8.88,7.0,6.7,8.0,,,4B,FEMININO,2023,PUBLICA,2008,0.0,15,0.0
1177,2024,5.0,5.0,0,8.3233039474,TOPAZIO,10.0,7.333333333333333,9.824561403666666,8.751,6.26,7.65625,8.125,9.5,5.5,7.0,,,5C,FEMININO,2023,PUBLICA,2008,0.0,16,
1178,2023,4.0,6.0,-2,7.066475,AMETISTA,5.0,5.7,9.3,8.8,2.52,7.96875,8.2125,6.3,4.5,6.3,,,4C,MASCULINO,2023,PUBLICA,2007,-2.0,16,1.0
1178,2024,5.0,6.0,-1,8.0934746032,TOPAZIO,5.0,8.333333333333334,9.682539682666667,8.751,6.26,7.5,8.696,9.0,8.0,8.0,,,5D,MASCULINO,2023,PUBLICA,2007,-1.0,17,
1179,2023,4.0,5.0,-1,6.631333333,AGATA,5.0,5.0,8.1,9.6,4.38,6.875,7.17,6.7,3.7,4.5,,,4C,MASCULINO,2023,PUBLICA,2008,-1.0,15,
1180,2023,4.0,5.0,-1,7.067983333,AMETISTA,5.0,5.4,9.5,8.3,5.0,7.1875,7.7125,6.0,4.8,5.3,,,4C,MASCULINO,2023,PUBLICA,2008,-1.0,15,
1181,2023,4.0,4.0,0,6.971266667,AGATA,10.0,4.8,8.3,8.8,2.52,7.5,7.3375,5.7,4.3,4.5,,,4C,FEMININO,2023,PUBLICA,2009,0.0,14,0.0
1181,2024,5.0,5.0,0,6.2015816738666665,AGATA,10.0,3.8333333333333335,5.036075036,9.168,6.26,7.125,5.862,1.0,1.0,9.5,,,5B,FEMININO,2023,PUBLICA,2009,0.0,15,
1182,2023,4.0,6.0,-2,5.709808333,QUARTZO,5.0,4.2,6.3,7.5,2.52,6.71875,7.2125,5.3,2.0,5.2,,,4C,FEMININO,2023,PUBLICA,2007,-2.0,16,
1183,2023,4.0,5.0,-1,6.269541667,AGATA,5.0,5.3,8.7,7.5,2.52,6.09375,6.7575,6.0,4.0,6.0,,,4C,MASCULINO,2023,PUBLICA,2007,-1.0,16,
1184,2023,4.0,6.0,-2,7.381566667,AMETISTA,5.0,7.3,8.3,8.3,5.0,8.125,8.045,8.0,5.5,8.5,,,4F,MASCULINO,2023,PUBLICA,2007,-2.0,16,1.0
1184,2024,5.0,6.0,-1,7.411701731566668,AMETISTA,5.0,7.666666666666667,8.658008657666668,6.666,7.51,7.291666667,7.5,6.0,7.0,10.0,,,5F,MASCULINO,2023,PUBLICA,2007,-1.0,17,
1185,2023,4.0,3.0,1,8.02675,TOPAZIO,10.0,7.5,9.1,7.5,5.0,7.8125,8.3775,6.7,6.3,9.5,,,4G,FEMININO,2023,PUBLICA,2010,1.0,13,
1186,2023,4.0,6.0,-2,7.281433333,AMETISTA,5.0,5.5,9.8,8.8,6.89,6.875,7.3825,6.7,5.2,4.5,,,4G,FEMININO,2023,PUBLICA,2007,-2.0,16,
1187,2023,4.0,3.0,1,6.644475,AGATA,10.0,5.3,6.9,8.8,2.52,7.34375,6.715,4.7,5.0,6.2,,,4G,FEMININO,2023,PUBLICA,2010,1.0,13,
1188,2023,4.0,5.0,-1,,,5.0,6.4,9.4,9.6,,7.8125,7.5875,6.5,7.5,5.2,,,4H,FEMININO,2023,PUBLICA,2008,-1.0,15,1.0
1188,2024,5.0,6.0,-1,7.801633333400001,AMETISTA,5.0,7.0,10.0,9.168,7.51,8.125,7.106666667,7.0,6.0,8.0,,,5G,FEMININO,2023,PUBLICA,2008,-1.0,16,
1189,2023,4.0,5.0,-1,,,5.0,6.1,9.0,8.8,,7.8125,7.3775,6.3,5.7,6.2,,,4H,FEMININO,2023,PUBLICA,2008,-1.0,15,1.0
1189,2024,5.0,6.0,-1,7.6486387164,AMETISTA,5.0,7.666666666666667,8.672360248333332,9.585,7.51,7.5,7.106666667,7.0,7.0,9.0,,,5G,FEMININO,2023,PUBLICA,2008,-1.0,16,
1190,2023,4.0,4.0,0,6.330041667,AGATA,10.0,4.2,9.2,0.0,5.0,7.34375,7.045,3.0,4.2,5.5,,,4L,MASCULINO,2023,PUBLICA,2009,0.0,14,
1191,2023,4.0,4.0,0,6.175333333,AGATA,10.0,3.7,7.2,7.5,5.0,5.0,6.26,2.3,2.5,6.2,,,4L,MASCULINO,2023,PUBLICA,2009,0.0,14,
1192,2023,4.0,5.0,-1,6.780741667,AGATA,5.0,5.8,8.7,7.9,2.52,7.96875,7.6675,4.7,6.0,6.8,,,4L,FEMININO,2023,PUBLICA,2007,-1.0,16,
1193,2023,4.0,4.0,0,6.018083333,AGATA,10.0,4.1,7.8,0.0,5.0,7.1875,7.13,3.7,3.5,5.0,,,4L,FEMININO,2023,PUBLICA,2009,0.0,14,1.0
1193,2024,4.0,5.0,-1,6.6304815790000005,AGATA,5.0,4.0,7.763157895,8.751,5.635,7.8125,7.79,3.0,6.0,3.0,,,4L,FEMININO,2023,PUBLICA,2009,-1.0,15,
1194,2023,4.0,3.0,1,7.671933333,AMETISTA,10.0,6.1,9.0,8.8,5.0,7.5,7.6675,6.0,4.2,8.0,,,4N,MASCULINO,2023,PUBLICA,2010,1.0,13,
1195,2023,4.0,7.0,-3,5.677291667,QUARTZO,2.5,5.4,8.3,0.0,2.52,8.28125,8.0025,4.3,4.7,7.3,,,4N,FEMININO,2022,PUBLICA,2006,-3.0,17,1.0
1195,2024,5.0,7.0,-2,7.5085144926666665,AMETISTA,5.0,6.166666666666667,9.855072463666666,9.585,5.63,7.5,7.663333333,8.0,5.0,5.5,,,5N,FEMININO,2022,PUBLICA,2006,-2.0,18,
1196,2023,5.0,5.0,0,7.03025,AMETISTA,10.0,7.5,8.2,0.0,5.0,7.8125,8.045,8.0,6.2,8.3,,,5B,MASCULINO,2023,PRIVADA,2008,0.0,15,
1197,2023,5.0,6.0,-1,6.946058333,AGATA,5.0,7.3,8.4,6.7,5.0,7.03125,7.215,5.3,7.2,9.3,,,5B,FEMININO,2023,PUBLICA,2007,-1.0,16,
1198,2023,5.0,6.0,-1,7.515233333,AMETISTA,5.0,6.7,9.4,8.3,6.26,7.5,7.9625,7.3,3.7,9.0,,,5B,FEMININO,2023,PUBLICA,2007,-1.0,16,1.0
1198,2024,5.0,6.0,-1,6.9217748918,AGATA,5.0,3.5,9.458874459,8.751,7.51,7.375,7.332,0.0,1.0,9.5,,,5A,FEMININO,2023,PUBLICA,2007,-1.0,17,
1199,2023,5.0,7.0,-2,7.024933333,AMETISTA,5.0,6.2,9.1,6.7,5.0,6.875,8.0875,6.8,5.0,6.7,,,5C,MASCULINO,2023,PUBLICA,2006,-2.0,17,1.0
1199,2024,5.0,7.0,-2,7.614235714266666,AMETISTA,5.0,9.0,8.571428571333334,7.5,5.005,6.5625,8.466,10.0,7.0,10.0,,,5D,MASCULINO,2023,CONCLUIU O 3O EM,2006,-2.0,18,
1200,2023,5.0,5.0,0,5.711166667,QUARTZO,10.0,4.0,6.4,0.0,5.0,7.5,6.8725,4.3,2.3,5.5,,,5C,FEMININO,2023,PUBLICA,2007,0.0,16,1.0
1200,2024,5.0,6.0,-1,5.6415838956,QUARTZO,5.0,1.5,7.099419478000001,7.917,6.26,7.5,6.27,0.0,4.5,0.0,,,5N,FEMININO,2023,PUBLICA,2007,-1.0,17,
1201,2023,5.0,5.0,0,8.378008333,TOPAZIO,10.0,7.8,9.6,9.2,3.77,8.59375,8.7575,8.3,6.5,8.5,,,5C,MASCULINO,2023,PUBLICA,2008,0.0,15,1.0
1201,2024,5.0,6.0,-1,8.376195238033333,TOPAZIO,5.0,9.0,9.523809523666666,8.751,7.51,8.333333333,8.56,9.0,8.0,10.0,,,5N,MASCULINO,2023,PUBLICA,2008,-1.0,16,
1202,2023,5.0,6.0,-1,6.202008333,AGATA,5.0,3.3,7.6,7.1,7.52,7.34375,6.67,4.5,3.3,2.0,,,5F,FEMININO,2023,PUBLICA,2007,-1.0,16,
1203,2023,5.0,6.0,-1,7.487841667,AMETISTA,5.0,7.2,10.0,9.2,2.52,7.96875,7.8775,6.7,5.8,9.2,,,5L,FEMININO,2023,PUBLICA,2007,-1.0,16,0.0
1203,2024,6.0,6.0,0,8.9495245614,TOPAZIO,10.0,9.0,9.649122807,9.168,7.51,8.375,8.572,8.5,9.0,9.5,,,6L,FEMININO,2023,PRIVADA PROGRAMA DE APADRINHAMENTO,2007,0.0,17,
1204,2023,5.0,6.0,-1,6.940416667,AGATA,5.0,6.1,8.7,7.5,5.0,7.8125,7.2125,5.0,3.7,9.7,,,5L,MASCULINO,2023,PUBLICA,2007,-1.0,16,
1205,2023,5.0,8.0,-3,6.806466667,AGATA,2.5,5.0,9.2,9.2,6.26,7.5,7.085,5.2,3.7,6.2,,,5L,FEMININO,2023,PUBLICA,2005,-3.0,18,
1206,2023,5.0,7.0,-2,6.724183333,AGATA,5.0,5.6,8.3,8.8,2.52,7.8125,7.7125,4.7,3.7,8.3,,,5M,FEMININO,2023,PUBLICA,2006,-2.0,17,
1207,2023,5.0,5.0,0,7.58235,AMETISTA,10.0,5.5,9.0,8.8,5.0,7.8125,7.63,5.0,4.0,7.5,,,5M,FEMININO,2023,PUBLICA,2008,0.0,15,1.0
1207,2024,5.0,6.0,-1,6.509169736866667,AGATA,5.0,5.333333333333333,6.581140350999999,8.334,7.51,7.34375,6.5375,4.5,1.5,10.0,,,5M,FEMININO,2023,PUBLICA,2008,-1.0,16,
1208,2023,5.0,5.0,0,7.0651,AMETISTA,10.0,6.2,8.8,8.8,2.52,6.875,6.2525,5.0,4.8,8.8,,,5M,MASCULINO,2023,PUBLICA,2008,0.0,15,
1209,2023,5.0,6.0,-1,7.43375,AMETISTA,5.0,7.4,9.4,7.5,5.0,7.8125,7.7125,7.7,5.7,8.8,,,5M,FEMININO,2023,PUBLICA,2007,-1.0,16,
1210,2023,5.0,6.0,-1,7.171083333,AMETISTA,5.0,4.7,9.4,9.6,5.0,7.8125,8.09,5.0,2.0,7.0,,,5M,FEMININO,2023,PUBLICA,2007,-1.0,16,0.0
1210,2024,6.0,6.0,0,8.2302,TOPAZIO,10.0,5.5,10.0,9.585,7.51,7.875,8.166,5.0,6.5,5.0,,,6L,FEMININO,2023,PUBLICA,2007,0.0,17,
1211,2023,5.0,6.0,-1,7.09205,AMETISTA,5.0,6.2,9.1,7.1,5.0,7.8125,7.7125,6.3,4.5,7.8,,,5M,FEMININO,2023,PUBLICA,2007,-1.0,16,
1212,2023,5.0,6.0,-1,6.755358333,AGATA,5.0,4.2,8.9,8.3,5.0,7.65625,7.715,0.0,3.5,9.0,,,5M,FEMININO,2023,PUBLICA,2007,-1.0,16,
1213,2023,5.0,7.0,-2,5.95625,QUARTZO,5.0,6.0,8.4,0.0,2.52,7.8125,7.715,6.7,4.8,6.5,,,5M,FEMININO,2023,PUBLICA,2006,-2.0,17,
1214,2023,6.0,6.0,0,8.378666667,TOPAZIO,10.0,7.4,9.8,9.6,6.89,7.5,7.6725,8.0,5.0,9.3,,,6A,MASCULINO,2023,PUBLICA,2007,0.0,16,0.0
